Tue Aug 10 16:31:22 2021    stocks_complexity.py.stats

         500363111 function calls (493977509 primitive calls) in 5726.525 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 xml.py:371(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 tempfile.py:124(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.000    0.000 __init__.py:26(classproperty)
        1    0.000    0.000    0.000    0.000 animation.py:547(FFMpegBase)
        1    0.000    0.000    0.000    0.000 colors.py:86(_ColorMapping)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(Iterator)
        1    0.000    0.000    0.000    0.000 transforms.py:2495(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2597(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5237(Suppress)
        1    0.000    0.000    0.000    0.000 dates.py:1089(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1161(RRuleLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:92(rrulebase)
        1    0.000    0.000    0.000    0.000 patches.py:1878(_Style)
        1    0.000    0.000    0.000    0.000 mathtext.py:99(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:362(GlueSpec)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1125(Char)
        1    0.000    0.000    0.000    0.000 backend_tools.py:242(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:491(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:680(ToolBack)
        1    0.000    0.000    0.000    0.000 widgets.py:2119(ToolHandles)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1238(OffsetImage)
        1    0.000    0.000    0.000    0.000 legend_handler.py:43(HandlerBase)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1074(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1218(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 __init__.py:3483(Scrollbar)
        1    0.000    0.000    0.000    0.000 __init__.py:3990(Image)
        1    0.000    0.000    0.000    0.000 connectionpool.py:64(ConnectionPool)
        1    0.000    0.000    0.000    0.000 six.py:160(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 jpcntx.py:183(SJISContextAnalysis)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
        5    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 formatting.py:335(Format)
        3    0.000    0.000    0.000    0.000 worksheet.py:828(print_title_rows)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1281(XMLPullParser)
        3    0.000    0.000    0.000    0.000 hyperlink.py:48(__bool__)
        3    0.000    0.000    0.000    0.000 table.py:363(__bool__)
        1    0.000    0.000    0.000    0.000 image.py:21(Image)
        3    0.000    0.000    0.000    0.000 _writer.py:31(<listcomp>)
        1    0.000    0.000    0.000    0.000 _strptime.py:30(LocaleTime)
        1    0.000    0.000    0.000    0.000 plistlib.py:447(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 sysconfig.py:618(get_platform)
        1    0.000    0.000    0.000    0.000 core.py:579(_mark_right_label)
        1    0.000    0.000    0.000    0.000 core.py:1394(BarPlot)
        1    0.000    0.000    0.000    0.000 __init__.py:1868(FileMetadata)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1218(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        2    0.000    0.000    0.000    0.000 glob.py:85(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:502(CFunctionType)
        5    0.000    0.000    0.000    0.000 datetime.py:50(_days_in_month)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2042(_clip_dispatcher)
        1    0.000    0.000    0.000    0.000 records.py:309(recarray)
        1    0.000    0.000    0.000    0.000 platform.py:741(_Processor)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        3    0.000    0.000    0.000    0.000 core.py:801(__init__)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6624(_extrema_operation)
        1    0.000    0.000    0.000    0.000 __init__.py:398(_FixedOffset)
        1    0.000    0.000    0.000    0.000 _decorators.py:454(Appender)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 _factories.py:9(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 __init__.py:238(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 function.py:36(CompatValidator)
        6    0.000    0.000    0.000    0.000 nanops.py:1616(make_nancomp)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 floating.py:431(Float64Dtype)
        2    0.000    0.000    0.000    0.000 apply.py:892(<genexpr>)
        1    0.000    0.000    0.000    0.000 blocks.py:1661(NumpyBlock)
        1    0.000    0.000    0.000    0.000 format.py:422(TextAdjustment)
        1    0.000    0.000    0.000    0.000 accessors.py:300(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 info.py:304(InfoPrinterAbstract)
        5    0.000    0.000    0.000    0.000 expr.py:120(_compose2)
        1    0.000    0.000    0.000    0.000 chainmap.py:12(DeepChainMap)
        4    0.000    0.000    0.000    0.000 python_parser.py:771(_check_comments)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:167(XlsxWriter)
        1    0.000    0.000    0.000    0.000 _json.py:193(SeriesWriter)
        1    0.000    0.000    0.000    0.000 _json.py:238(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 stata.py:2817(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 tempfile.py:407(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 __init__.py:818(Grouper)
        1    0.000    0.000    0.000    0.000 ImageFile.py:339(Parser)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:22(GimpPaletteFile)
        1    0.000    0.000    0.000    0.000 ticker.py:2360(LogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:1794(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2538(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2633(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2659(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4096(Or)
        1    0.000    0.000    0.000    0.000 dates.py:1558(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:225(_ColorbarAutoLocator)
        1    0.000    0.000    0.000    0.000 collections.py:1273(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 contour.py:35(ClabelText)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1010(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3336(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:34(get_fig_manager)
        2    0.000    0.000    0.000    0.000 widgets.py:34(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:24(LockDraw)
        1    0.000    0.000    0.000    0.000 widgets.py:2726(PolygonSelector)
        6    0.000    0.000    0.000    0.000 offsetbox.py:447(<listcomp>)
        1    0.000    0.000    0.000    0.000 mlab.py:835(GaussianKDE)
        1    0.000    0.000    0.000    0.000 streamplot.py:248(DomainMap)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 polar.py:266(ThetaTick)
        2    0.000    0.000    0.000    0.000 _backend_tk.py:246(get_tk_widget)
        1    0.000    0.000    0.000    0.000 simpledialog.py:116(Dialog)
        1    0.000    0.000    0.000    0.000 formatting.py:1106(XFBorder)
        1    0.000    0.000    0.000    0.000 ElementTree.py:477(QName)
        1    0.000    0.000    0.000    0.000 indexed_list.py:4(IndexedList)
        1    0.000    0.000    0.000    0.000 formatting.py:57(ConditionalFormattingList)
        1    0.000    0.000    0.000    0.000 _reader.py:337(WorksheetReader)
        4    0.000    0.000    0.000    0.000 stylesheet.py:151(<listcomp>)
        3    0.000    0.000    0.000    0.000 protection.py:96(workbookPassword)
        1    0.000    0.000    0.000    0.000 _strptime.py:128(<listcomp>)
        5    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 hist.py:132(KdePlot)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(Forward)
        1    0.000    0.000    0.000    0.000 plistlib.py:274(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:1595(DefaultProvider)
        3    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        6    0.000    0.000    0.000    0.000 typing.py:768(<genexpr>)
        6    0.000    0.000    0.000    0.000 enum.py:787(name)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:29(<dictcomp>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:867(FloatingFormat)
        1    0.000    0.000    0.000    0.000 subprocess.py:1328(<setcomp>)
        1    0.000    0.000    0.000    0.000 _datasource.py:536(Repository)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:174(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:195(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:898(_MaskedUnaryOperation)
        3    0.000    0.000    0.000    0.000 core.py:1357(getmask)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        1    0.000    0.000    0.000    0.000 config_init.py:324(is_terminal)
        1    0.000    0.000    0.000    0.000 base.py:1388(ExtensionScalarOpsMixin)
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        1    0.000    0.000    0.000    0.000 format.py:1243(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 common.py:815(_MMapWrapper)
        1    0.000    0.000    0.000    0.000 expanding.py:667(ExpandingGroupby)
        1    0.000    0.000    0.000    0.000 groupby.py:523(GroupByPlot)
        1    0.000    0.000    0.000    0.000 ops.py:367(BinOp)
        1    0.000    0.000    0.000    0.000 ops.py:552(UnaryOp)
        1    0.000    0.000    0.000    0.000 python_parser.py:586(_check_for_bom)
        1    0.000    0.000    0.000    0.000 html.py:638(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:2548(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 pytables.py:4268(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:5185(Selection)
        1    0.000    0.000    0.000    0.000 __init__.py:469(StringTemplateStyle)
        2    0.000    0.000    0.000    0.000 __init__.py:2178(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:2138(_OrderedSet)
        1    0.000    0.000    0.000    0.000 rcsetup.py:48(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 animation.py:1564(FuncAnimation)
        1    0.000    0.000    0.000    0.000 colors.py:1239(TwoSlopeNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1634(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 scale.py:25(ScaleBase)
        4    0.000    0.000    0.000    0.000 pyparsing.py:493(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2243(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2904(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4988(Forward)
        1    0.000    0.000    0.000    0.000 dates.py:1917(_rcParam_helper)
        1    0.000    0.000    0.000    0.000 rrule.py:1110(_iterinfo)
        1    0.000    0.000    0.000    0.000 artist.py:622(set_snap)
        1    0.000    0.000    0.000    0.000 patches.py:3279(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3357(BarAB)
        1    0.000    0.000    0.000    0.000 backend_tools.py:705(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 spines.py:536(__init__)
        6    0.000    0.000    0.000    0.000 offsetbox.py:451(<listcomp>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:693(__init__)
        2    0.000    0.000    0.000    0.000 axis.py:593(__init__)
        2    0.000    0.000    0.000    0.000 gridspec.py:679(get_gridspec)
        1    0.000    0.000    0.000    0.000 __init__.py:2985(Checkbutton)
        1    0.000    0.000    0.000    0.000 simpledialog.py:30(SimpleDialog)
        1    0.000    0.000    0.000    0.000 filedialog.py:304(_Dialog)
        1    0.000    0.000    0.000    0.000 queue.py:10(LifoQueue)
        1    0.000    0.000    0.000    0.000 request.py:424(OpenerDirector)
        1    0.000    0.000    0.000    0.000 adapters.py:55(BaseAdapter)
        1    0.000    0.000    0.000    0.000 formatting.py:1246(XF)
        1    0.000    0.000    0.000    0.000 styleable.py:38(NumberFormatDescriptor)
        1    0.000    0.000    0.000    0.000 bound_dictionary.py:6(BoundDictionary)
        3    0.000    0.000    0.000    0.000 _writer.py:253(write_legacy)
        1    0.000    0.000    0.000    0.000 descriptors.py:32(NumberFormatDescriptor)
        3    0.000    0.000    0.000    0.000 _writer.py:80(write_refs)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        4    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.XMLParser' objects}
        1    0.000    0.000    0.000    0.000 os.py:1084(__init__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:280(__iter__)
        2    0.000    0.000    0.000    0.000 glob.py:159(_ishidden)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1313(StructuredVoidFormat)
        1    0.000    0.000    0.000    0.000 threading.py:1209(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _iotools.py:134(LineSplitter)
        1    0.000    0.000    0.000    0.000 core.py:195(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:196(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:972(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 config.py:191(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:237(CallableDynamicDoc)
        2    0.000    0.000    0.000    0.000 _mixins.py:153(<listcomp>)
        1    0.000    0.000    0.000    0.000 accessor.py:28(SparseAccessor)
        3    0.000    0.000    0.000    0.000 range.py:756(<genexpr>)
        1    0.000    0.000    0.000    0.000 apply.py:1134(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 indexing.py:2204(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 array_manager.py:1320(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000    0.000    0.000 merge.py:1599(_OrderedMerge)
        3    0.000    0.000    0.000    0.000 _base.py:956(_get_sheet_name)
        1    0.000    0.000    0.000    0.000 python_parser.py:311(_clean_mapping)
        6    0.000    0.000    0.000    0.000 python_parser.py:650(<genexpr>)
        1    0.000    0.000    0.000    0.000 stata.py:3377(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 __init__.py:859(SubclassedDataFrame)
        3    0.000    0.000    0.000    0.000 rcsetup.py:415(validate_aspect)
        1    0.000    0.000    0.000    0.000 animation.py:101(__init__)
        1    0.000    0.000    0.000    0.000 animation.py:1488(ArtistAnimation)
        1    0.000    0.000    0.000    0.000 scale.py:324(FuncScaleLog)
        1    0.000    0.000    0.000    0.000 dates.py:647(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 pyplot.py:411(_IoffContext)
        1    0.000    0.000    0.000    0.000 collections.py:1185(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1746(CircleCollection)
        1    0.000    0.000    0.000    0.000 lines.py:1414(_AxLine)
        1    0.000    0.000    0.000    0.000 dviread.py:524(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:615(Vf)
        1    0.000    0.000    0.000    0.000 mathtext.py:44(MathtextBackend)
        1    0.000    0.000    0.000    0.000 _mathtext.py:947(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1412(Vlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1755(Ship)
        1    0.000    0.000    0.000    0.000 widgets.py:1907(SpanSelector)
        1    0.000    0.000    0.000    0.000 category.py:142(StrCategoryFormatter)
        2    0.000    0.000    0.000    0.000 legend.py:566(_get_loc)
        6    0.000    0.000    0.000    0.000 offsetbox.py:43(bbox_artist)
        1    0.000    0.000    0.000    0.000 legend_handler.py:80(adjust_drawing_area)
        1    0.000    0.000    0.000    0.000 legend_handler.py:309(__init__)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:988(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 _base.py:341(_setdefaults)
        1    0.000    0.000    0.000    0.000 polar.py:202(_AxisWrapper)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:672(ToolTip)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:744(ToolbarTk)
        1    0.000    0.000    0.000    0.000 __init__.py:2527(BaseWidget)
        1    0.000    0.000    0.000    0.000 __init__.py:2628(Button)
        1    0.000    0.000    0.000    0.000 __init__.py:3444(Scale)
        1    0.000    0.000    0.000    0.000 commondialog.py:16(Dialog)
        1    0.000    0.000    0.000    0.000 poolmanager.py:381(ProxyManager)
        1    0.000    0.000    0.000    0.000 request.py:1078(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 hooks.py:3(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:108(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 utils.py:181(ProgressBar)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)
        1    0.000    0.000    0.000    0.000 sequence.py:47(ValueSequence)
        1    0.000    0.000    0.000    0.000 colors.py:49(RGB)
        4    0.000    0.000    0.000    0.000 named_styles.py:173(<listcomp>)
        1    0.000    0.000    0.000    0.000 named_styles.py:163(NamedStyleList)
        1    0.000    0.000    0.000    0.000 read_only.py:119(EmptyCell)
        1    0.000    0.000    0.000    0.000 colors.py:420(ColorChoiceDescriptor)
        1    0.000    0.000    0.000    0.000 title.py:68(TitleDescriptor)
        1    0.000    0.000    0.000    0.000 core.py:22(NestedDateTime)
        1    0.000    0.000    0.000    0.000 _constants.py:3(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1322(AreaPlot)
        1    0.000    0.000    0.000    0.000 converter.py:271(DatetimeConverter)
        1    0.000    0.000    0.000    0.000 converter.py:366(MilliSecondLocator)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
        1    0.000    0.000    0.000    0.000 __init__.py:1095(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1625(EmptyProvider)
        4    0.000    0.000    0.000    0.000 __init__.py:1952(register_finder)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.GetCurrentProcess}
        1    0.000    0.000    0.000    0.000 dataclasses.py:1231(<lambda>)
        4    0.000    0.000    0.000    0.000 copy.py:107(_copy_immutable)
        1    0.000    0.000    0.000    0.000 _globals.py:57(_NoValueType)
        5    0.000    0.000    0.000    0.000 datetime.py:445(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 pathlib.py:57(_Flavour)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2535(_ptp_dispatcher)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 records.py:88(format_parser)
        1    0.000    0.000    0.000    0.000 subprocess.py:197(Handle)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        1    0.000    0.000    0.000    0.000 random.py:778(SystemRandom)
        1    0.000    0.000    0.000    0.000 core.py:2598(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:8085(_convert2ma)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        2    0.000    0.000    0.000    0.000 _decorators.py:248(<genexpr>)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 _factories.py:8(_TzSingleton)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 accessor.py:17(BaseAccessor)
        2    0.000    0.000    0.000    0.000 generic.py:125(pin_allowlisted_properties)
        1    0.000    0.000    0.000    0.000 multi.py:108(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 format.py:436(EastAsianTextAdjustment)
        3    0.000    0.000    0.000    0.000 expr.py:271(disallow)
        1    0.000    0.000    0.000    0.000 ops.py:68(UndefinedVariableError)
        2    0.000    0.000    0.000    0.000 base_parser.py:259(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_parser.py:922(_clean_index_names)
        1    0.000    0.000    0.000    0.000 python_parser.py:298(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:2234(GenericIndexCol)
        1    0.000    0.000    0.000    0.000 pytables.py:515(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 __init__.py:687(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1280(disable)
        1    0.000    0.000    0.000    0.000 __init__.py:94(_StrongRef)
        3    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_dpi)
        1    0.000    0.000    0.000    0.000 TiffTags.py:23(TagInfo)
        1    0.000    0.000    0.000    0.000 colors.py:1000(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:1583(PowerNorm)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:259(PngInfo)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:19(PaletteFile)
        1    0.000    0.000    0.000    0.000 ticker.py:224(TickHelper)
        5    0.000    0.000    0.000    0.000 ticker.py:1887(tick_values)
        1    0.000    0.000    0.000    0.000 ticker.py:1975(MultipleLocator)
        4    0.000    0.000    0.000    0.000 transforms.py:631(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3270(Regex)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3673(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4219(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6862(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 dates.py:1231(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:303(rrule)
        1    0.000    0.000    0.000    0.000 units.py:153(DecimalConverter)
        1    0.000    0.000    0.000    0.000 colorbar.py:258(_ColorbarAutoMinorLocator)
        1    0.000    0.000    0.000    0.000 patches.py:3770(get_mutation_aspect)
        1    0.000    0.000    0.000    0.000 dviread.py:963(Encoding)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1642(Kern)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1673(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 blocking_input.py:269(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 widgets.py:1482(Cursor)
        1    0.000    0.000    0.000    0.000 image.py:1291(FigureImage)
        1    0.000    0.000    0.000    0.000 image.py:1354(BboxImage)
        6    0.000    0.000    0.000    0.000 offsetbox.py:442(<listcomp>)
        1    0.000    0.000    0.000    0.000 streamplot.py:312(Grid)
        2    0.000    0.000    0.000    0.000 _base.py:331(<genexpr>)
        3    0.000    0.000    0.000    0.000 _base.py:1416(get_aspect)
        1    0.000    0.000    0.000    0.000 axis.py:479(YTick)
        2    0.000    0.000    0.000    0.000 gridspec.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:92(<listcomp>)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:95(<listcomp>)
        2    0.000    0.000    0.000    0.000 backend_agg.py:298(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 six.py:102(MovedModule)
        1    0.000    0.000    0.000    0.000 client.py:174(HTTPMessage)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 enums.py:50(SequenceLikelihood)
        1    0.000    0.000    0.000    0.000 request.py:906(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:2391(ftpwrapper)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1773(FileCookieJar)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 formula.py:534(Operand)
        1    0.000    0.000    0.000    0.000 base.py:71(Max)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1116(_ListDataStream)
        1    0.000    0.000    0.000    0.000 colors.py:127(ColorDescriptor)
        1    0.000    0.000    0.000    0.000 excel.py:45(Percentage)
        1    0.000    0.000    0.000    0.000 defined_name.py:212(__len__)
        1    0.000    0.000    0.000    0.000 shape_writer.py:20(ShapeWriter)
        1    0.000    0.000    0.000    0.000 copier.py:9(WorksheetCopy)
        1    0.000    0.000    0.000    0.000 data_source.py:35(NumberValueDescriptor)
        1    0.000    0.000    0.000    0.000 xdr.py:17(XDRPositiveSize2D)
        1    0.000    0.000    0.000    0.000 _strptime.py:170(TimeRE)
        4    0.000    0.000    0.000    0.000 _strptime.py:210(<genexpr>)
        1    0.000    0.000    0.000    0.000 plistlib.py:622(_BinaryPlistWriter)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3203(parseImpl)
        1    0.000    0.000    0.000    0.000 _structures.py:48(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 version.py:61(InvalidVersion)
        1    0.000    0.000    0.000    0.000 core.py:768(_apply_style_colors)
        2    0.000    0.000    0.000    0.000 core.py:916(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:1546(BarhPlot)
        4    0.000    0.000    0.000    0.000 __init__.py:2167(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 {built-in method msvcrt.open_osfhandle}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        4    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
        2    0.000    0.000    0.000    0.000 six.py:324(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 contextlib.py:298(__init__)
