Tue Aug 10 16:31:22 2021    stocks_complexity.py.stats

         500363111 function calls (493977509 primitive calls) in 5726.525 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     13/2    0.000    0.000    0.005    0.003 __init__.py:2577(destroy)
        3    0.000    0.000    0.005    0.002 _writer.py:47(__init__)
    25922    0.005    0.000    0.005    0.000 _parser.py:192(__iter__)
        3    0.000    0.000    0.005    0.002 request.py:1(<module>)
       50    0.001    0.000    0.005    0.000 traceback.py:321(extract)
    10089    0.003    0.000    0.005    0.000 ElementTree.py:1319(read_events)
     5307    0.004    0.000    0.005    0.000 numpy_.py:130(__array__)
        6    0.000    0.000    0.005    0.001 backend_bases.py:1444(__init__)
      108    0.000    0.000    0.005    0.000 docstring.py:38(__call__)
       45    0.000    0.000    0.005    0.000 text.py:129(__init__)
     6478    0.005    0.000    0.005    0.000 {pandas._libs.algos.ensure_float64}
        1    0.000    0.000    0.005    0.005 artist.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _mathtext.py:1(<module>)
     7840    0.005    0.000    0.005    0.000 {method 'fileno' of '_socket.socket' objects}
    13191    0.005    0.000    0.005    0.000 base.py:628(_constructor)
     1238    0.005    0.000    0.005    0.000 {pandas._libs.tslibs.fields.get_date_field}
      109    0.001    0.000    0.005    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.005    0.005 engines.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _backend_tk.py:261(enter_notify_event)
        3    0.000    0.000    0.005    0.002 accessor.py:1(<module>)
     7853    0.005    0.000    0.005    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.005    0.005 backend_bases.py:1957(enter_notify_event)
        1    0.000    0.000    0.005    0.005 cookiejar.py:1(<module>)
     4221    0.004    0.000    0.005    0.000 _openpyxl.py:549(_convert_cell)
    13578    0.005    0.000    0.005    0.000 format.py:595(_initialize_formatters)
      412    0.001    0.000    0.005    0.000 construction.py:354(<listcomp>)
 3011/750    0.004    0.000    0.005    0.000 sre_parse.py:174(getwidth)
       12    0.000    0.000    0.005    0.000 ntpath.py:625(realpath)
       33    0.002    0.000    0.005    0.000 enum.py:179(__new__)
       14    0.000    0.000    0.005    0.000 dates.py:1122(viewlim_to_dt)
       43    0.000    0.000    0.005    0.000 __init__.py:2288(fixup_namespace_packages)
     6478    0.005    0.000    0.005    0.000 format.py:1704(get_format_datetime64)
    22/11    0.000    0.000    0.005    0.000 transforms.py:2409(inverted)
      109    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1597(path_hook_for_FileFinder)
       56    0.003    0.000    0.005    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.005    0.005 backend_bases.py:1(<module>)
      140    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(in1d)
     1251    0.003    0.000    0.005    0.000 range.py:379(get_loc)
    13142    0.005    0.000    0.005    0.000 blocks.py:242(mgr_locs)
       24    0.000    0.000    0.005    0.000 patches.py:772(get_patch_transform)
      186    0.001    0.000    0.005    0.000 {method 'delete' of 'pandas._libs.internals.BlockPlacement' objects}
    22686    0.004    0.000    0.004    0.000 managers.py:1679(is_consolidated)
     1842    0.004    0.000    0.004    0.000 <frozen importlib._bootstrap>:87(acquire)
      270    0.000    0.000    0.004    0.000 replace.py:84(<lambda>)
        1    0.000    0.000    0.004    0.004 ticker.py:1(<module>)
      779    0.001    0.000    0.004    0.000 font_manager.py:955(_json_decode)
       73    0.000    0.000    0.004    0.000 construction.py:955(_convert_object_array)
     1265    0.003    0.000    0.004    0.000 indexing.py:984(_is_scalar_access)
     7840    0.004    0.000    0.004    0.000 connection.py:136(host)
    44438    0.004    0.000    0.004    0.000 {built-in method math.isinf}
    12956    0.004    0.000    0.004    0.000 {method '__exit__' of 'numpy.nditer' objects}
        6    0.000    0.000    0.004    0.001 backend_bases.py:3039(_mouse_event_to_message)
       73    0.000    0.000    0.004    0.000 construction.py:977(<listcomp>)
       49    0.002    0.000    0.004    0.000 dates.py:313(_from_ordinalf)
        1    0.000    0.000    0.004    0.004 figureoptions.py:6(<module>)
       38    0.000    0.000    0.004    0.000 transforms.py:1850(inverted)
        7    0.000    0.000    0.004    0.001 backend_bases.py:1986(inaxes)
       21    0.000    0.000    0.004    0.000 dates.py:963(__call__)
      412    0.001    0.000    0.004    0.000 frame.py:874(_values)
    15925    0.004    0.000    0.004    0.000 base.py:3667(_get_partial_string_timestamp_match_key)
    12956    0.004    0.000    0.004    0.000 stride_tricks.py:362(_broadcast_to_dispatcher)
     8079    0.004    0.000    0.004    0.000 {built-in method _stat.S_ISDIR}
      166    0.000    0.000    0.004    0.000 construction.py:971(convert)
        1    0.000    0.000    0.004    0.004 array_ops.py:1(<module>)
      530    0.000    0.000    0.004    0.000 colors.py:137(is_color_like)
        5    0.000    0.000    0.004    0.001 _base.py:3980(format_coord)
        3    0.000    0.000    0.004    0.001 <__array_function__ internals>:2(inv)
     1003    0.002    0.000    0.004    0.000 functools.py:35(update_wrapper)
     6478    0.004    0.000    0.004    0.000 groupby.py:974(<listcomp>)
     2530    0.002    0.000    0.004    0.000 base.py:297(shape)
        3    0.004    0.001    0.004    0.001 linalg.py:476(inv)
    13123    0.004    0.000    0.004    0.000 fromnumeric.py:2263(_any_dispatcher)
     2314    0.003    0.000    0.004    0.000 inspect.py:2515(__init__)
        1    0.000    0.000    0.004    0.004 _parser.py:2(<module>)
      140    0.003    0.000    0.004    0.000 arraysetops.py:517(in1d)
     6478    0.004    0.000    0.004    0.000 ops.py:847(<listcomp>)
        7    0.000    0.000    0.004    0.001 backend_bases.py:2000(<listcomp>)
        1    0.000    0.000    0.004    0.004 _backend_tk.py:213(resize)
        1    0.000    0.000    0.004    0.004 PngImagePlugin.py:34(<module>)
    55749    0.004    0.000    0.004    0.000 {built-in method builtins.divmod}
      560    0.002    0.000    0.004    0.000 version.py:271(__init__)
        1    0.000    0.000    0.004    0.004 sbcsgroupprober.py:29(<module>)
    13069    0.004    0.000    0.004    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
     1718    0.001    0.000    0.004    0.000 base.py:160(__set__)
        4    0.000    0.000    0.004    0.001 workbook.py:90(_setup_styles)
      748    0.002    0.000    0.004    0.000 apply.py:71(frame_apply)
       17    0.000    0.000    0.004    0.000 rcsetup.py:880(validate_cycler)
        1    0.000    0.000    0.004    0.004 generic.py:188(NDFrame)
      803    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
        7    0.000    0.000    0.004    0.001 patches.py:598(draw)
        7    0.000    0.000    0.004    0.001 patches.py:166(contains_point)
      392    0.001    0.000    0.004    0.000 parse.py:88(clear_cache)
        1    0.000    0.000    0.004    0.004 algorithms.py:1(<module>)
        1    0.000    0.000    0.004    0.004 qt_compat.py:1(<module>)
      428    0.000    0.000    0.004    0.000 rcsetup.py:377(validate_color)
       16    0.000    0.000    0.004    0.000 backend_agg.py:190(draw_text)
        1    0.000    0.000    0.004    0.004 axis.py:2342(_update_label_position)
        2    0.000    0.000    0.004    0.002 __init__.py:2788(create_image)
        2    0.000    0.000    0.004    0.002 __init__.py:2768(_create)
        1    0.000    0.000    0.004    0.004 readers.py:1(<module>)
      261    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(diff)
      956    0.000    0.000    0.004    0.000 __init__.py:2044(<genexpr>)
       40    0.001    0.000    0.004    0.000 __init__.py:345(namedtuple)
     7840    0.004    0.000    0.004    0.000 {function HTTPResponse.flush at 0x000001E3D40270D0}
        1    0.000    0.000    0.004    0.004 pyparsing.py:5399(pyparsing_common)
      270    0.003    0.000    0.004    0.000 datetimelike.py:528(_validate_comparison_value)
     7118    0.004    0.000    0.004    0.000 extension.py:456(_get_engine_target)
     4221    0.003    0.000    0.004    0.000 cell.py:193(coordinate_to_tuple)
        1    0.000    0.000    0.004    0.004 _mathtext.py:1923(Parser)
       28    0.004    0.000    0.004    0.000 {built-in method nt._getfinalpathname}
      4/1    0.000    0.000    0.004    0.004 offsetbox.py:356(draw)
        1    0.000    0.000    0.004    0.004 tz.py:2(<module>)
        1    0.000    0.000    0.004    0.004 subprocess.py:10(<module>)
     1080    0.002    0.000    0.004    0.000 datetimes.py:678(_assert_tzawareness_compat)
        1    0.000    0.000    0.004    0.004 tickers.py:22(<module>)
       62    0.000    0.000    0.004    0.000 transforms.py:1447(transform)
    13702    0.004    0.000    0.004    0.000 managers.py:1652(index)
        3    0.000    0.000    0.004    0.001 table.py:3(<module>)
      694    0.001    0.000    0.004    0.000 colors.py:178(to_rgba)
     5052    0.004    0.000    0.004    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      271    0.002    0.000    0.004    0.000 stocks_complexity.py:18(<listcomp>)
     6478    0.004    0.000    0.004    0.000 grouper.py:622(result_index)
       32    0.000    0.000    0.004    0.000 colors.py:915(from_list)
     9950    0.004    0.000    0.004    0.000 function_base.py:4378(_delete_dispatcher)
        1    0.000    0.000    0.004    0.004 fromnumeric.py:1(<module>)
    26003    0.004    0.000    0.004    0.000 contextlib.py:360(__enter__)
      264    0.000    0.000    0.004    0.000 <__array_function__ internals>:2(cumsum)
    12957    0.004    0.000    0.004    0.000 multiarray.py:80(empty_like)
        2    0.000    0.000    0.004    0.002 format.py:1(<module>)
        1    0.000    0.000    0.004    0.004 frame.py:456(DataFrame)
     6478    0.004    0.000    0.004    0.000 grouper.py:578(_ilevel)
        1    0.000    0.000    0.004    0.004 expr.py:1(<module>)
    14221    0.004    0.000    0.004    0.000 indexing.py:981(_has_valid_setitem_indexer)
        1    0.000    0.000    0.004    0.004 _write_only.py:4(<module>)
       24    0.000    0.000    0.004    0.000 zipfile.py:1764(writestr)
3709/3120    0.002    0.000    0.004    0.000 artist.py:241(stale)
       12    0.000    0.000    0.004    0.000 enum.py:528(_convert_)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
        1    0.000    0.000    0.004    0.004 defined_name.py:3(<module>)
       37    0.000    0.000    0.004    0.000 __init__.py:1252(_add_data_doc)
    15877    0.004    0.000    0.004    0.000 concat.py:603(<genexpr>)
     6478    0.004    0.000    0.004    0.000 tzinfo.py:72(__str__)
        1    0.000    0.000    0.004    0.004 core.py:415(_compute_plot_data)
     7840    0.004    0.000    0.004    0.000 client.py:866(_get_hostport)
        1    0.000    0.000    0.003    0.003 axis.py:1(<module>)
        3    0.000    0.000    0.003    0.001 stylesheet.py:182(to_tree)
       88    0.000    0.000    0.003    0.000 __init__.py:2563(__init__)
       21    0.000    0.000    0.003    0.000 dates.py:612(__call__)
        1    0.000    0.000    0.003    0.003 multi.py:22(<module>)
        1    0.000    0.000    0.003    0.003 chartsheet.py:3(<module>)
       90    0.000    0.000    0.003    0.000 deprecation.py:353(delete_parameter)
        1    0.000    0.000    0.003    0.003 ElementTree.py:1(<module>)
      173    0.001    0.000    0.003    0.000 deprecation.py:183(deprecate)
        1    0.000    0.000    0.003    0.003 sjisprober.py:28(<module>)
      106    0.000    0.000    0.003    0.000 __init__.py:1312(safe_version)
      129    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
      547    0.001    0.000    0.003    0.000 inference.py:156(is_re_compilable)
       74    0.000    0.000    0.003    0.000 base.py:6240(ensure_index_from_sequences)
       35    0.001    0.000    0.003    0.000 lines.py:660(recache)
     3810    0.002    0.000    0.003    0.000 indexing.py:716(<genexpr>)
     8246    0.003    0.000    0.003    0.000 cell.py:77(get_time_format)
       11    0.000    0.000    0.003    0.000 pyparsing.py:1901(parseString)
    23520    0.003    0.000    0.003    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.003    0.003 _backend_tk.py:53(_blit)
     2407    0.002    0.000    0.003    0.000 base.py:18(__init__)
     4410    0.002    0.000    0.003    0.000 version.py:187(_parse_version_parts)
       13    0.000    0.000    0.003    0.000 __init__.py:2560(__init__)
        1    0.001    0.001    0.003    0.003 packages.py:1(<module>)
      138    0.000    0.000    0.003    0.000 rcsetup.py:85(f)
     1480    0.002    0.000    0.003    0.000 printing.py:354(_extend_line)
     4563    0.003    0.000    0.003    0.000 format.py:1362(_value_formatter)
      813    0.001    0.000    0.003    0.000 format.py:566(dimensions_info)
        9    0.000    0.000    0.003    0.000 backend_agg.py:133(draw_path)
    13175    0.003    0.000    0.003    0.000 multiarray.py:1106(putmask)
       61    0.000    0.000    0.003    0.000 __init__.py:1396(has_metadata)
     1105    0.001    0.000    0.003    0.000 nested.py:28(__set__)
     8259    0.003    0.000    0.003    0.000 excel.py:502(header_style)
     1842    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:112(release)
     1038    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:58(__init__)
        3    0.000    0.000    0.003    0.001 _version.py:7(<module>)
     7992    0.003    0.000    0.003    0.000 base.py:5711(_validate_indexer)
        3    0.000    0.000    0.003    0.001 ops.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _mathtext.py:2505(<lambda>)
        1    0.000    0.000    0.003    0.003 _mathtext.py:2505(<listcomp>)
        2    0.000    0.000    0.003    0.002 transforms.py:1(<module>)
        9    0.003    0.000    0.003    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        3    0.000    0.000    0.003    0.001 _base.py:796(__new__)
        1    0.000    0.000    0.003    0.003 boolean.py:1(<module>)
        1    0.003    0.003    0.003    0.003 {built-in method matplotlib.backends._tkagg.blit}
      451    0.001    0.000    0.003    0.000 frequencies.py:289(day_deltas)
        1    0.000    0.000    0.003    0.003 book.py:5(<module>)
     8223    0.003    0.000    0.003    0.000 concat.py:615(_maybe_check_integrity)
      952    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
     7851    0.003    0.000    0.003    0.000 numeric.py:187(_ensure_dtype)
        7    0.000    0.000    0.003    0.000 converter.py:343(get_locator)
        8    0.000    0.000    0.003    0.000 ticker.py:260(format_ticks)
      132    0.000    0.000    0.003    0.000 markers.py:220(__init__)
        7    0.000    0.000    0.003    0.000 worksheet.py:96(__init__)
      872    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
     1039    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:160(__exit__)
        1    0.000    0.000    0.003    0.003 fuzz.py:3(<module>)
        4    0.000    0.000    0.003    0.001 _util.py:34(get_default_engine)
      819    0.002    0.000    0.003    0.000 inspect.py:2798(__init__)
      871    0.001    0.000    0.003    0.000 ntpath.py:61(isabs)
      123    0.000    0.000    0.003    0.000 text.py:173(update)
        1    0.000    0.000    0.003    0.003 __init__.py:9(<module>)
       25    0.000    0.000    0.003    0.000 pyparsing.py:1250(setParseAction)
     9375    0.003    0.000    0.003    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.003    0.003 text.py:2(<module>)
        1    0.000    0.000    0.003    0.003 drawings.py:1(<module>)
     1406    0.003    0.000    0.003    0.000 datetime.py:103(from_excel)
    11079    0.003    0.000    0.003    0.000 fromnumeric.py:2362(_all_dispatcher)
        2    0.000    0.000    0.003    0.001 datetimelike.py:1(<module>)
     6478    0.003    0.000    0.003    0.000 grouper.py:614(group_arraylike)
      261    0.003    0.000    0.003    0.000 function_base.py:1164(diff)
       39    0.000    0.000    0.003    0.000 base.py:2969(_union)
        1    0.000    0.000    0.003    0.003 models.py:3(<module>)
       27    0.000    0.000    0.003    0.000 pyparsing.py:1039(_trim_arity)
       61    0.000    0.000    0.003    0.000 fonts.py:69(__init__)
      235    0.001    0.000    0.003    0.000 warnings.py:130(filterwarnings)
      717    0.002    0.000    0.003    0.000 font_manager.py:1130(score_family)
      286    0.001    0.000    0.003    0.000 overrides.py:89(verify_matching_signatures)
     3144    0.002    0.000    0.003    0.000 parse.py:813(__missing__)
       12    0.000    0.000    0.003    0.000 pyparsing.py:4251(__init__)
      118    0.000    0.000    0.003    0.000 abc.py:105(__new__)
       26    0.000    0.000    0.003    0.000 pyparsing.py:1047(extract_stack)
      264    0.001    0.000    0.003    0.000 fromnumeric.py:2458(cumsum)
        1    0.000    0.000    0.003    0.003 numerictypes.py:1(<module>)
       30    0.003    0.000    0.003    0.000 _writer.py:287(get_stream)
      8/5    0.000    0.000    0.003    0.001 offsetbox.py:468(get_extent_offsets)
     1224    0.001    0.000    0.003    0.000 colors.py:132(_is_nth_color)
        2    0.000    0.000    0.003    0.001 _typing.py:1(<module>)
       10    0.000    0.000    0.003    0.000 pyparsing.py:5120(__init__)
    36/11    0.000    0.000    0.003    0.000 pyparsing.py:3743(leaveWhitespace)
      140    0.000    0.000    0.003    0.000 base.py:6466(_maybe_try_sort)
       14    0.000    0.000    0.003    0.000 enum.py:475(_create_)
      471    0.000    0.000    0.003    0.000 pyparsing.py:1167(copy)
     7840    0.003    0.000    0.003    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.003    0.003 masked.py:1(<module>)
        1    0.000    0.000    0.003    0.003 legend.py:1(<module>)
     32/9    0.000    0.000    0.003    0.000 pyparsing.py:4466(leaveWhitespace)
        5    0.000    0.000    0.003    0.001 frame.py:5242(_replace_columnwise)
        2    0.000    0.000    0.003    0.001 pickle.py:1(<module>)
        3    0.000    0.000    0.003    0.001 qt_compat.py:99(_setup_pyqt4)
       17    0.000    0.000    0.003    0.000 artist.py:749(set_clip_path)
     6478    0.003    0.000    0.003    0.000 groupby.py:982(_reset_group_selection)
      435    0.003    0.000    0.003    0.000 {built-in method zlib.crc32}
      239    0.000    0.000    0.003    0.000 rcsetup.py:370(validate_color_for_prop_cycle)
       64    0.000    0.000    0.003    0.000 rcsetup.py:104(<listcomp>)
        1    0.000    0.000    0.003    0.003 _odswriter.py:1(<module>)
        1    0.000    0.000    0.003    0.003 offsetbox.py:350(get_window_extent)
       40    0.000    0.000    0.003    0.000 transforms.py:1972(rotate_deg)
    73/65    0.000    0.000    0.003    0.000 typing.py:350(__getitem__)
      451    0.003    0.000    0.003    0.000 frequencies.py:291(<listcomp>)
        1    0.000    0.000    0.003    0.003 table.py:9(<module>)
        1    0.000    0.000    0.003    0.003 frame.py:4188(select_dtypes)
      120    0.001    0.000    0.003    0.000 font_manager.py:638(__init__)
        8    0.000    0.000    0.003    0.000 ticker.py:263(<listcomp>)
        1    0.000    0.000    0.003    0.003 __init__.py:138(_check_versions)
     2530    0.002    0.000    0.003    0.000 indexing.py:2073(ravel)
       22    0.000    0.000    0.003    0.000 __init__.py:171(flex_method_SERIES)
      132    0.000    0.000    0.003    0.000 markers.py:296(_set_marker)
     6552    0.003    0.000    0.003    0.000 base.py:1704(_sort_levels_monotonic)
        3    0.000    0.000    0.003    0.001 pyparsing.py:1608(parseString)
       18    0.000    0.000    0.003    0.000 sequence.py:74(to_tree)
   260/11    0.001    0.000    0.003    0.000 pyparsing.py:1647(_parseNoCache)
      410    0.000    0.000    0.003    0.000 pyparsing.py:1423(copy)
      6/4    0.000    0.000    0.003    0.001 offsetbox.py:427(get_extent_offsets)
     1644    0.003    0.000    0.003    0.000 {built-in method pandas._libs.lib.is_bool_array}
    63/11    0.000    0.000    0.003    0.000 pyparsing.py:4049(parseImpl)
       65    0.000    0.000    0.003    0.000 typing.py:431(Union)
        1    0.000    0.000    0.003    0.003 pathlib.py:1(<module>)
      421    0.000    0.000    0.003    0.000 sre_parse.py:96(closegroup)
     1265    0.002    0.000    0.003    0.000 indexing.py:2078(<listcomp>)
        3    0.000    0.000    0.003    0.001 _writer.py:35(create_temporary_file)
    26274    0.003    0.000    0.003    0.000 {pandas._libs.missing.isneginf_scalar}
     5241    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
      717    0.002    0.000    0.002    0.000 font_manager.py:1188(score_stretch)
      271    0.000    0.000    0.002    0.000 series.py:522(_can_hold_na)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1283(_trim_arity)
       40    0.000    0.000    0.002    0.000 transforms.py:1956(rotate)
        1    0.000    0.000    0.002    0.002 defchararray.py:1(<module>)
    65/63    0.000    0.000    0.002    0.000 axis.py:1982(getter)
        1    0.000    0.000    0.002    0.002 __init__.py:17(<module>)
      284    0.000    0.000    0.002    0.000 function_base.py:475(add_newdoc)
    10749    0.001    0.000    0.002    0.000 _mathtext.py:2507(<genexpr>)
     8523    0.002    0.000    0.002    0.000 sre_parse.py:249(match)
      8/5    0.000    0.000    0.002    0.000 offsetbox.py:474(<listcomp>)
       21    0.000    0.000    0.002    0.000 pyparsing.py:1518(setParseAction)
        1    0.000    0.000    0.002    0.002 _base.py:742(_init_axis)
       18    0.000    0.000    0.002    0.000 rcsetup.py:461(validate_font_properties)
     7840    0.002    0.000    0.002    0.000 {function socket.detach at 0x000001E3CFBB8DC0}
        1    0.000    0.000    0.002    0.002 _add_newdocs.py:1(<module>)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:119(parse)
       24    0.000    0.000    0.002    0.000 pyparsing.py:1291(extract_stack)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
      9/4    0.000    0.000    0.002    0.001 offsetbox.py:345(get_extent)
       23    0.001    0.000    0.002    0.000 __init__.py:1547(_substitute)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
      206    0.002    0.000    0.002    0.000 {method 'unique' of 'pandas._libs.hashtable.Int64HashTable' objects}
      153    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(dot)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
      235    0.001    0.000    0.002    0.000 nanops.py:1376(_get_counts)
     7840    0.002    0.000    0.002    0.000 adapters.py:358(add_headers)
        1    0.000    0.000    0.002    0.002 chartspace.py:1(<module>)
       24    0.000    0.000    0.002    0.000 transforms.py:1992(rotate_deg_around)
     7840    0.002    0.000    0.002    0.000 cookies.py:81(get_new_headers)
      717    0.001    0.000    0.002    0.000 font_manager.py:1206(score_weight)
        3    0.000    0.000    0.002    0.001 tempfile.py:513(NamedTemporaryFile)
        1    0.000    0.000    0.002    0.002 certs.py:4(<module>)
        5    0.000    0.000    0.002    0.000 offsetbox.py:277(get_offset)
      6/4    0.000    0.000    0.002    0.001 offsetbox.py:438(<listcomp>)
        1    0.000    0.000    0.002    0.002 excel.py:147(read_workbook)
    66/62    0.000    0.000    0.002    0.000 _base.py:780(viewLim)
        2    0.000    0.000    0.002    0.001 legend.py:571(_findoffset)
     7840    0.002    0.000    0.002    0.000 {method 'isascii' of 'str' objects}
     4221    0.002    0.000    0.002    0.000 read_only.py:14(__init__)
        1    0.000    0.000    0.002    0.002 core.py:1202(_plot)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3363(copy)
        2    0.000    0.000    0.002    0.001 _base.py:3187(tick_params)
        1    0.000    0.000    0.002    0.002 converter.py:84(wrapper)
        2    0.000    0.000    0.002    0.001 legend.py:1016(_find_best_position)
        1    0.000    0.000    0.002    0.002 scimath.py:1(<module>)
     2495    0.002    0.000    0.002    0.000 string.py:59(_need_to_wrap_around)
      200    0.000    0.000    0.002    0.000 traceback.py:285(line)
       21    0.000    0.000    0.002    0.000 lines.py:1016(get_path)
        7    0.000    0.000    0.002    0.000 dates.py:1363(get_locator)
        5    0.000    0.000    0.002    0.000 _base.py:3970(format_ydata)
        1    0.000    0.000    0.002    0.002 chardistribution.py:28(<module>)
       27    0.000    0.000    0.002    0.000 zipfile.py:1132(close)
        1    0.000    0.000    0.002    0.002 fill.py:4(<module>)
        1    0.000    0.000    0.002    0.002 excel.py:139(read_strings)
        3    0.000    0.000    0.002    0.001 rcsetup.py:164(_validate_date_converter)
        1    0.000    0.000    0.002    0.002 core.py:691(_plot)
        4    0.000    0.000    0.002    0.001 spines.py:287(draw)
      812    0.001    0.000    0.002    0.000 string.py:79(_insert_dot_separator_horizontal)
    67/63    0.000    0.000    0.002    0.000 _base.py:766(_unstale_viewLim)
        1    0.000    0.000    0.002    0.002 _axes.py:1361(plot)
       61    0.000    0.000    0.002    0.000 __init__.py:1598(_has)
        2    0.000    0.000    0.002    0.001 qt_compat.py:103(_setup_pyqt4_internal)
        1    0.000    0.000    0.002    0.002 strings.py:9(read_string_table)
    61/11    0.000    0.000    0.002    0.000 pyparsing.py:3288(leaveWhitespace)
        1    0.000    0.000    0.002    0.002 message.py:5(<module>)
       12    0.000    0.000    0.002    0.000 axis.py:1317(_copy_tick_props)
     2380    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
        5    0.000    0.000    0.002    0.000 ticker.py:719(format_data_short)
        1    0.000    0.000    0.002    0.002 __init__.py:15(<module>)
       16    0.000    0.000    0.002    0.000 rcsetup.py:795(cycler)
      179    0.000    0.000    0.002    0.000 base.py:3035(_wrap_setop_result)
    97/67    0.001    0.000    0.002    0.000 transforms.py:2401(get_affine)
        7    0.000    0.000    0.002    0.000 worksheet.py:100(_setup)
     56/9    0.000    0.000    0.002    0.000 pyparsing.py:3897(leaveWhitespace)
      150    0.000    0.000    0.002    0.000 linecache.py:26(getline)
      271    0.001    0.000    0.002    0.000 managers.py:1675(_can_hold_na)
        1    0.000    0.000    0.002    0.002 __init__.py:332(Version)
        1    0.000    0.000    0.002    0.002 font_manager.py:171(_cached_realpath)
      199    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(column_stack)
       56    0.000    0.000    0.002    0.000 __init__.py:689(_open_file_or_url)
   114/56    0.000    0.000    0.002    0.000 pyparsing.py:3968(copy)
       46    0.000    0.000    0.002    0.000 text.py:1240(set_fontproperties)
        1    0.000    0.000    0.002    0.002 accessor.py:134(StringMethods)
     6480    0.002    0.000    0.002    0.000 fromnumeric.py:842(_sort_dispatcher)
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
        1    0.000    0.000    0.002    0.002 cookies.py:39(<module>)
        1    0.000    0.000    0.002    0.002 series_factory.py:3(<module>)
        1    0.000    0.000    0.002    0.002 integer.py:1(<module>)
       50    0.000    0.000    0.002    0.000 linecache.py:52(checkcache)
     3425    0.002    0.000    0.002    0.000 concat.py:206(<listcomp>)
     2526    0.002    0.000    0.002    0.000 indexers.py:100(<genexpr>)
        5    0.000    0.000    0.002    0.000 _base.py:3960(format_xdata)
      459    0.001    0.000    0.002    0.000 enum.py:88(__setitem__)
      616    0.001    0.000    0.002    0.000 _inspect.py:96(getargspec)
      150    0.000    0.000    0.002    0.000 linecache.py:36(getlines)
     8909    0.002    0.000    0.002    0.000 {function FrozenList.__getitem__ at 0x000001E3D1D139D0}
      270    0.000    0.000    0.002    0.000 datetimelike.py:747(_unbox)
        1    0.000    0.000    0.002    0.002 array.py:1(<module>)
      883    0.001    0.000    0.002    0.000 copy.py:258(_reconstruct)
      393    0.001    0.000    0.002    0.000 parse.py:805(__init__)
     8688    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:231(_verbose_message)
        5    0.000    0.000    0.002    0.000 __init__.py:2631(__init__)
        1    0.000    0.000    0.002    0.002 core.py:1281(_post_plot_logic)
     6485    0.002    0.000    0.002    0.000 fromnumeric.py:1825(_nonzero_dispatcher)
        1    0.000    0.000    0.002    0.002 backend_gtk3agg.py:1(<module>)
       14    0.000    0.000    0.002    0.000 __init__.py:410(flex_arith_method_FRAME)
        2    0.000    0.000    0.002    0.001 linecache.py:80(updatecache)
       31    0.000    0.000    0.002    0.000 base.py:237(__init__)
      540    0.001    0.000    0.002    0.000 blocks.py:809(<listcomp>)
      446    0.000    0.000    0.002    0.000 __init__.py:2344(_normalize_cached)
        5    0.000    0.000    0.002    0.000 ticker.py:272(format_data_short)
     1231    0.001    0.000    0.002    0.000 serialisable.py:160(__iter__)
        1    0.000    0.000    0.002    0.002 ImagePalette.py:19(<module>)
     6063    0.002    0.000    0.002    0.000 format.py:884(<dictcomp>)
