Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date," BC End Date	",ND Start Date,ND End Date,Actual Payment Date
533016,AUSTRAL,AUSTRAL COKE & PROJECTS LTD.,07-Aug-09,Stock  Split From Rs.10/- to Rs.1/-,10-Aug-09,-,-,03-Aug-09,07-Aug-09,-
538608,DWITIYA,Dwitiya Trading Ltd,17-Feb-17,Stock  Split From Rs.10/- to Rs.2/-,20-Feb-17,-,-,13-Feb-17,16-Feb-17,-
533169,MANINFRA,MAN INFRACONSTRUCTION LTD.,28-Aug-14,Stock  Split From Rs.10/- to Rs.2/-,-,02-Sep-14,05-Sep-14,25-Aug-14,01-Sep-14,-
533022,20MICRONS,20 MICRONS LTD.,28-Jan-13,Stock  Split From Rs.10/- to Rs.5/-,29-Jan-13,-,-,21-Jan-13,28-Jan-13,-
516092,3PLAND,3P Land Holdings Ltd,11-Mar-08,-,18-Mar-08,-,-,11-Mar-08,17-Mar-08,-
532403,4THGEN,FOURTH GENERATION INFORMATION SYSTEMS LTD.,07-Jan-02,-,-,19-Jan-02,19-Jan-02,07-Jan-02,14-Jan-02,-
540615,7NR,7NR Retail Ltd,30-Mar-22,Stock  Split From Rs.10/- to Rs.1/-,31-Mar-22,-,-,25-Mar-22,29-Mar-22,-
531570,BLAZONMRB,BLAZON MARBLES LIMITED,04-Jun-12,Stock  Split From Rs.10/- to Rs.2/-,05-Jun-12,-,-,29-May-12,04-Jun-12,-
531611,AADHAARVEN,AADHAAR VENTURES INDIA LTD.,11-Apr-05,-,19-Apr-05,-,-,11-Apr-05,18-Apr-05,-
530621,AAIL,Akar Auto Industries Ltd,29-Nov-17,Stock  Split From Rs.10/- to Rs.5/-,01-Dec-17,-,-,24-Nov-17,29-Nov-17,-
524208,AARTIIND,AARTI INDUSTRIES LTD.,13-Jan-06,-,20-Jan-06,-,-,13-Jan-06,19-Jan-06,-
523204,ABAN,ABAN OFFSHORE LTD.,04-May-05,-,11-May-05,-,-,04-May-05,10-May-05,-
500002,ABB,ABB India Limited,28-Jun-07,-,06-Jul-07,-,-,28-Jun-07,05-Jul-07,-
531161,ABMKNO,ABM KNOWLEDGEWARE LTD.,07-Apr-16,Stock  Split From Rs.10/- to Rs.5/-,11-Apr-16,-,-,04-Apr-16,08-Apr-16,-
532762,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,13-Mar-08,-,24-Mar-08,-,-,13-Mar-08,19-Mar-08,-
538570,ACHAL,Achal Investments Ltd,12-Nov-14,Stock  Split From Rs.10/- to Rs.1/-,13-Nov-14,-,-,05-Nov-14,12-Nov-14,-
532919,ACIASIA,ALLIED COMPUTERS INTERNATIONAL (ASIA) LTD.,19-Dec-08,-,-,29-Dec-08,30-Dec-08,19-Dec-08,26-Dec-08,-
532919,ACIASIA,ALLIED COMPUTERS INTERNATIONAL (ASIA) LTD.,11-Sep-14,Stock  Split From Rs.10/- to Rs.1/-,-,15-Sep-14,16-Sep-14,08-Sep-14,12-Sep-14,-
517356,ACIIN,ACI INFOCOM LTD.,23-Jan-13,Stock  Split From Rs.10/- to Rs.1/-,25-Jan-13,-,-,18-Jan-13,23-Jan-13,-
530901,ACIL,ACIL Cotton Industries Limited,14-Aug-09,Stock  Split From Rs.10/- to Rs.5/-,17-Aug-09,-,-,10-Aug-09,14-Aug-09,-
530901,ACIL,ACIL Cotton Industries Limited,09-Dec-10,Stock  Split From Rs.5/- to Rs.1/-,10-Dec-10,-,-,03-Dec-10,09-Dec-10,-
511706,ACTIONFI,ACTION FINANCIAL SERVICES (INDIA) LTD.,10-Jan-06,-,18-Jan-06,-,-,10-Jan-06,17-Jan-06,-
512599,ADANIENT,ADANI ENTERPRISES LTD.,28-Jul-04,-,05-Aug-04,-,-,28-Jul-04,04-Aug-04,-
532921,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,23-Sep-10,Stock  Split From Rs.10/- to Rs.2/-,24-Sep-10,-,-,17-Sep-10,23-Sep-10,-
539506,ADCON,Adcon Capital Services Ltd,12-Apr-22,Stock  Split From Rs.10/- to Rs.1/-,13-Apr-22,-,-,06-Apr-22,12-Apr-22,-
507852,ADDIND,ADDI INDUSTRIES LTD.-$,06-Apr-04,-,15-Apr-04,-,-,06-Apr-04,13-Apr-04,-
530431,ADORFO,ADOR FONTECH LTD.-$,28-Mar-11,Stock  Split From Rs.10/- to Rs.2/-,29-Mar-11,-,-,22-Mar-11,28-Mar-11,-
532875,ADSL,ALLIED DIGITAL SERVICES LTD.,11-Nov-09,Stock  Split From Rs.10/- to Rs.5/-,12-Nov-09,-,-,05-Nov-09,11-Nov-09,-
